Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year,Working capital,Current ratio,Quick ratio,Accounts receivable turnover,Average days to collect receivables,Inventory turnover,Average days to collect inventory,Debt to assets,Debt to equity,Number of times interest is earned,Net margin (or return on sales),Asset turnover ratio,Return on investment,Return on equity,Earnings per share,Book value per share,Price-Earnings (P/E) ratio,Dividend yield
DRI,2019,17.125,35.5804,87.477,46.776,31846,1000 Darden Center Drive,32837,Orlando,0,0,0,0,0,1,0,5812,DARDEN RESTAURANTS INC,940944,USA,1101.4,9946.1,763.3,206.9,0,1792.8,7614.9,6726.1,0,1.2,49.8,2331.2,6398.5,0,325.1,386.9,-0.43,-52.4,-52.4,7806.9,65.2,129.894,5739.8,76.86,48.6,5892.8,88,207.3,2392.6,6658.4,123.08,-691.4,0.614346274,0.452867024,114.3030747,3.193264932,30.89570256,11.81394077,0.765616674,3.2665151,5.93404908,-0.006712011,0.985788154,-0.006616621,-0.022185529,-0.403405854,17.94694135,-190.527726,4.22976841
TJX,2019,34.461,18.5913,91.24,48.1541,11672,770 Cochituate Road,1701,Framingham,0,0,0,0,0,1,0,5651,TJX COS INC (THE),109198,USA,8890.622,24145.003,3216.752,4872.592,0,7150.247,18196.791,14385.38,0,0,386.261,5948.212,28978.477,0,1111.788,4416.209,2.71,3272.193,3272.193,41716.977,61.4,1199.1,11464.474,59.04,386.26,14326.03,346.3,4579.03,5048.61,27012.28,1217.18,1740.375,1.243400683,0.503900495,113.8936797,3.204743239,6.131958515,59.52421223,0.753646251,3.059203505,71.92522801,0.078437922,2.168747431,0.170112042,0.595116116,2.728874156,4.960563756,21.63529596,18.83109756
CVNA,2019,0,12.5756,83.594,32.1195,30999,1930 West Rio Salado Parkway,85281,Tempe,0,0,0,0,0,1,0,5961,CARVANA CO,1690820,USA,1359.422,2057.748,76.016,1049.665,141.223,864.87,1865.809,666.891,0.101,3.2,39.864,98.112,3428.032,0,0,-267.084,-2.45,-114.659,-114.659,3939.896,84.206,50.507,1060.718,92.05,36.66,991.01,32.72,517.44,73.41,1754.76,41.21,494.552,1.571822355,0.293573601,113.5744018,3.213752343,4.374986998,83.42881936,0.906723758,19.01713348,-3.171792984,-0.029102037,2.58459084,-0.075216859,-1.33695969,-2.270160572,1.940542895,-40.54779258,0
COST,2020,19.934,16.445,84.979,40.509,29028,999 Lake Drive,98027,Issaquah,0,0,0,0,0,1,0,5399,COSTCO WHOLESALE CORP,909832,USA,28120,55556,12277,12242,1028,24844,36851,25187,0,0,1550,18284,143186,0,1193,5939,9.05,4002,4002,166761,160,441.255,11086,347.66,1550,45400,1535,11395,15243,131394,439.63,3276,1.131862824,0.59793109,108.110859,3.376164091,12.11541228,30.12691534,0.663312693,2.015478014,37.11875,0.023998417,3.303637228,0.079282063,0.238732961,9.069585614,41.43635766,38.33251207,3.431513548
HCA,2019,0,11.0339,87.477,32.9041,22260,One Park Plaza,37203,Nashville,0,0,0,0,0,0,1,8062,HCA HEALTHCARE INC,860730,USA,11196,45058,621,1849,147,7757,45623,24549,0,6953,7389,-2808,41152,0,555,7218,10.27,3505,3505,51336,1824,338.446,35571,147.81,436,39207,519,1732,-4950,37413,342.9,3439,1.443341498,0.155214645,107.5099476,3.395034674,22.98352416,15.88094139,1.012539394,-16.24750712,3.957236842,0.068275674,1.21844182,0.083189937,-0.903583398,10.35615726,-8.296744532,14.27266855,3.754820378
MO,2020,58.442,38.4522,93.739,63.5852,8543,6601 West Broad Street,23230,Richmond,0,0,1,0,0,0,0,2111,ALTRIA GROUP INC,764180,USA,7117,47414,4945,1966,1,9063,44449,2012,0,0,137,2839,7172,0,6327,11354,2.4,4467,4459,20841,1223,1858.419,29471,41,137,49271,268,2293,6222,6901,1857.98,-1946,0.785280812,0.560851815,102.9185185,3.54649489,3.367926743,108.3752789,0.937465727,15.65656921,9.283728536,0.214337124,0.431111341,0.092403165,0.985983887,2.403656011,1.527642582,17.05734923,154.3170732
CVNA,2020,0,10.6409,83.594,31.4757,30999,1930 West Rio Salado Parkway,85281,Tempe,0,0,0,0,0,1,0,5961,CARVANA CO,1690820,USA,1923.147,3034.531,300.81,1311.176,159.575,467.137,2233.028,1064.63,0.096,4.7,78.563,387.6,4792.3,0,0,-331.896,-2.63,-171.14,-171.14,5586.565,105.945,76.512,1849.483,239.54,73.86,2057.75,36.66,1049.67,98.11,3428.03,50.51,1456.01,4.116880059,1.143664492,101.0960007,3.610429665,4.059815846,89.90555579,0.735872529,5.761166151,-3.132719807,-0.030634209,2.194130685,-0.067215458,-0.704700336,-2.236773317,5.064617315,-107.0917639,0
CASY,2020,2.416,12.5756,87.477,34.2219,2807,One SE Convenience Boulevard,50021,Ankeny,0,0,0,0,0,1,0,5412,CASEYS GENERAL STORES INC,726958,USA,723.633,4460.314,336.545,286.598,0,612.749,2527.635,3513.604,0,0,89.276,1932.679,5297.754,0,49.091,492.449,8.44,312.9,312.9,7654.189,51.384,36.95,1363.749,222.19,89.28,3943.89,63.17,236.01,1643.21,5967.61,36.81,110.884,1.180961536,0.694935447,100.4157297,3.634888686,20.27429354,18.00309339,0.566694408,1.30784005,9.583703098,0.040879576,1.821514328,0.074462733,0.175005432,8.468200271,52.30525034,26.23816075,0.220941537
BLBD,2020,0,13.6034,83.594,32.4615,23167,"3920 Arkwright Road, 2nd Floor",31210,Macon,0,0,1,0,0,0,0,3713,BLUE BIRD CORP,1589526,USA,116.896,317.415,44.507,56.523,0,111.648,370.645,110.355,0,0.1,7.623,-53.23,767.621,0,0,30.466,0.45,12.185,12.185,879.221,12.752,27.048,188.974,12.16,7.52,365.41,10.44,78.83,-67.81,875.02,26.48,5.248,1.047004872,0.4660182,97.90879733,3.727959182,11.34250441,32.17984201,1.167698439,-6.963084727,2.389115433,0.013858859,2.575245487,0.035689964,-0.201338401,0.450495416,-1.967982845,26.99250554,0
COST,2019,19.934,16.445,84.979,40.509,29028,999 Lake Drive,98027,Issaquah,0,0,0,0,0,1,0,5399,COSTCO WHOLESALE CORP,909832,USA,23485,45400,8384,11395,1060,23237,29816,20890,0,0,1535,15243,131394,0,1057,4860,8.32,3659,3659,152703,150,439.625,7244,294.76,1535,40830,1669,11040,12799,121715,438.19,248,1.010672634,0.472479236,95.32022472,3.829197855,11.7133051,31.16114511,0.656740088,1.956045398,32.4,0.023961546,3.541760408,0.084866056,0.260965694,8.323002559,34.67273244,35.41510385,3.585968245
JWN,2019,16.793,31.2576,87.477,45.2268,7922,1617 Sixth Avenue,98101,Seattle,0,0,0,0,0,1,0,5651,NORDSTROM INC,72333,USA,3230,9737,853,1920,0,3520,8758,5953,0,0,179,979,9271,0,229,816,3.2,496,496,15524,143,155.6,4795,36.86,179,7886,148,1978,873,9483,157.6,-290,0.917613636,0.293181818,94.94801223,3.844208967,4.756798358,76.73228346,0.899455685,8.945863126,5.706293706,0.031950528,1.761788572,0.056290075,0.535637149,3.187660668,6.291773779,11.56333871,6.21269669
USNA,2019,0,15.1451,84.979,33.4373,63863,3838 West Parkway Boulevard,84120,Salt Lake City,0,0,1,0,0,0,0,2834,USANA HEALTH SCIENCES INC,896264,USA,329.279,516.934,234.83,68.905,0,136.098,165.222,126.496,0,0.261,8.762,351.712,187.503,0,0,146.19,4.44,100.526,100.526,1060.902,0.066,21.655,25.597,78.55,8.5,554.46,13.89,81.95,391.15,200.71,23.57,193.181,2.419425708,1.787910182,94.76569897,3.851604578,2.485870538,146.8298507,0.319619139,0.469765035,2215,0.094755218,1.980414301,0.187654588,0.270645153,4.642161164,16.24160702,16.92099805,0
W,2020,0,19.2563,80.464,33.2964,21540,"4 Copley Place, 7th Floor",2116,Boston,0,0,0,0,0,1,0,5961,WAYFAIR INC,1616707,USA,3045.802,4569.929,2129.44,52.152,461.698,2165.594,5761.826,1492.681,0,21.4,172.464,-1191.897,9747.274,0,0,364.305,1.93,184.996,184.996,14145.156,151.669,99.545,3626.487,225.81,151.06,2953.05,148.05,61.69,-944.21,6787.31,93.6,880.208,1.406451071,1.266258588,94.58163218,3.859100246,171.2421426,2.131484659,1.260813024,-4.834164362,2.401974036,0.013078399,3.760519869,0.049181581,-0.173208552,1.858415792,-11.97344919,121.5067161,0
OSTK,2020,0,13.2104,83.594,32.3308,147868,799 West Coliseum Way,84047,Midvale,0,0,0,0,0,1,0,5961,OVERSTOCK.COM INC,1130713,USA,582.74,830.214,516.5,6.243,4.443,327.581,393.888,147.073,0,1.538,30.125,373.692,1969.57,0.731,0.731,42.886,1.25,56.001,51.507,2549.783,1.971,42.768,71.169,47.97,28.59,417.73,25.37,5.84,115.08,1165.64,39.46,255.159,1.778918802,1.677539296,94.50641216,3.862171801,326.0067864,1.119608595,0.47444153,1.054044507,21.75849822,0.021963045,4.086374068,0.08974922,0.229149788,1.30941358,8.737654321,36.63472009,0.015238691
BURL,2019,35.729,16.6264,84.979,45.8304,18675,2006 Route 130 North,8016,Burlington,0,0,0,0,0,1,0,5600,BURLINGTON STORES INC,1579298,USA,1417.371,5593.859,403.074,777.248,6.582,1461.901,5065.71,3800.284,0,0.795,91.508,528.149,4225.76,0,0,614.445,7.05,465.116,465.116,7286.398,50.826,65.93,3629.485,217.47,90.71,3079.17,64.37,954.18,322.71,3864.7,67.15,-44.53,0.969539661,0.342272835,93.9695383,3.884237452,4.881242535,74.77604265,0.905584141,9.591441052,12.08918664,0.063833461,1.680242969,0.107255723,1.093285727,7.054694373,8.01075383,30.82628226,0
KMX,2020,2.084,22.5816,87.477,37.4409,64410,12800 Tuckahoe Creek Parkway,23238,Richmond,0,0,0,0,0,1,0,5500,CARMAX INC,1170010,USA,4116.796,21541.541,132.319,3157.159,496.415,1698.548,17176.928,3487.215,0,0,239.07,4364.613,16952.724,0,0,1002.86,4.58,746.919,746.919,20089.959,89.478,163.172,15656.585,119.51,239.07,21082.18,191.09,2846.42,3768.88,18055.15,163.08,2418.248,2.423714844,0.510909318,93.40691371,3.907633659,5.647539243,64.62991832,0.797386222,3.93549852,11.20789468,0.037178722,0.942665658,0.035047104,0.183665001,4.577494913,26.74854142,26.10816664,0
TGT,2020,47.72,35.6711,93.739,59.0886,3813,1000 Nicollet Mall,55403,Minneapolis,0,0,0,0,0,1,0,5331,TARGET CORP,27419,USA,20756,51248,8511,10653,0,20125,36808,29106,0,0,1135,14440,65696,0,1367,6765,8.72,4368,4368,93561,465,500.877,15109,181.17,1135,42779,962,8992,11833,54617,504.2,631,1.031354037,0.479304348,89.23319027,4.090406259,6.688317638,54.57276699,0.718232907,2.549030471,14.5483871,0.046686119,1.990087953,0.092909483,0.332508659,8.720703885,28.82943317,20.7746992,7.545399349
DXLG,2019,0,11.7291,84.287,32.0692,13381,555 Turnpike Street,2021,Canton,0,0,0,0,0,1,0,5651,DESTINATION XL GROUP INC,813298,USA,123.86,390.917,4.338,102.42,0,130.363,332.494,264.692,0,0,6.219,58.423,269.837,0,0,-1.914,-0.16,-7.796,-7.796,474.038,3.297,50.542,238.04,1.11,6.22,226.08,4.42,106.84,58.64,262.47,49.49,-6.503,0.950116214,0.080981567,89.10488722,4.096296078,2.578963968,141.5297013,0.850548838,5.691149034,-0.580527753,-0.016445939,1.536597423,-0.025270787,-0.133193238,-0.154247952,1.155929722,-7.196205747,0
PRTS,2019,0,12.5756,84.979,32.5822,176593,"2050 West 190th Street, Suite 400",90504,Torrance,0,0,0,0,0,1,0,5961,CARPARTS COM INC,1378950,USA,62.373,87.946,2.273,52.5,0,59.946,75.566,23.205,0.003,0.006,2.669,12.38,196.434,0.161,0.161,-5.976,-0.89,-31.548,-31.709,280.657,1.897,36.167,15.843,2.2,2.66,97.97,3.71,49.63,38.82,210.75,34.99,2.427,1.040486438,0.082340773,88.11836735,4.142155727,3.846744345,94.88543226,0.859231801,6.103877221,-3.150237217,-0.112407672,3.019180705,-0.339379074,-1.23234375,-0.872286891,0.342218044,-2.522105997,0.073181818
SIG,2019,27.877,20.7678,87.477,45.428,15520,"Clarendon House, 2 Church Street",HM11,Hamilton,0,0,0,0,0,1,0,5944,SIGNET JEWELERS LTD,832988,BMU,3154.8,6299.1,374.5,2331.7,3.5,1652.6,4459.5,2425.2,617,0,45.1,1839.6,3726.2,32.9,110.3,314.7,1.4,105.5,72.6,6137.1,35.6,52.3,2299.9,24.31,45.1,4420.1,102,2386.9,1816.9,3840.5,51.9,1502.2,1.908991892,0.256020816,83.44119646,4.374338042,1.579366761,231.1052815,0.70795828,2.424168297,8.83988764,0.01719053,1.145066796,0.019684305,0.057705456,2.017208413,23.37667304,12.05130806,4.537227478
FLL,2019,0,11.5478,83.022,31.5864,28749,"One Summerlin, Suite 680, 1980 Festival Plaza Drive",89135,Las Vegas,0,0,0,0,0,0,1,7990,FULL HOUSE RESORTS INC,891482,USA,37.689,211.335,28.851,2.292,1,25.183,155.239,140.658,0,0.141,2.206,56.096,93.788,0,0,6.224,-0.22,-5.822,-5.822,165.432,11.5,27.076,127.713,3.35,2.07,182.27,1.94,1.43,59.75,98.16,26.93,12.506,1.496604852,1.267362904,82.50972569,4.423720925,50.39656099,7.242557683,0.734563608,2.767380918,0.541217391,-0.035192708,0.840599078,-0.029582958,-0.10051275,-0.215024376,2.071797902,-15.57962899,0
BJ,2020,14.709,15.0242,84.979,38.2959,33718,350 Campus Drive,1752,Marlborough,0,0,0,0,0,1,0,5399,BJS WHSL CLUB HLDGS INC,1531152,USA,1470.581,5411.53,43.518,1205.695,0,2031.212,5092.203,2856.552,0,3.1,172.719,319.327,12294.205,0,0.025,642.392,3.09,421.03,421.03,15430.017,73.39,137.192,3241.748,42.07,169.62,5269.78,205.45,1081.5,-54.34,10619.32,137.3,-560.631,0.723991883,0.104930948,82.27806543,4.436176253,10.75046509,33.95201947,0.940991365,15.94667222,8.753127129,0.027286425,2.88916191,0.078834899,3.177740795,3.068910724,2.327591988,13.708447,0.000594248
SNBR,2019,19.541,27.5393,87.477,44.9049,116504,1001 Third Avenue South,55404,Minneapolis,0,0,1,0,0,0,0,2510,SLEEP NUMBER CORP,827187,USA,160.368,806.043,1.593,87.065,0,594.774,965.474,524.438,0,0.898,19.978,-159.431,584.563,0,0,112.095,2.78,81.845,81.845,1698.352,11.591,27.961,357.651,49.24,19.08,470.14,24.1,84.88,-109.55,541.65,30.87,-434.406,0.269628464,0.03475774,78.66382585,4.639998069,6.799418419,53.68106175,1.197794659,-6.055748255,9.670865327,0.048190834,2.66161201,0.128265304,-0.608555995,2.927112764,-5.701906227,16.82203727,0
MUSA,2019,0.755,19.9214,87.477,36.1131,18498,200 Peach Street,71730-5836,El Dorado,0,0,0,0,0,1,0,5500,MURPHY USA INC,1573516,USA,710.8,2687.2,280.3,227.6,0,505,1884.2,1931.5,0,1.2,172.9,803,10974.8,0,0,268.3,4.9,154.8,154.8,12101.3,56.3,30.46,1163.4,117,171.7,2360.8,137.7,221.5,807.3,11434.7,32.26,205.8,1.407524752,0.895049505,78.22430511,4.666068935,48.87463817,7.468085979,0.701175945,2.346450809,4.765541741,0.012792014,4.794492868,0.06133122,0.192262311,5.082074852,26.36244255,23.02209302,0
FL,2019,0.332,10.5804,87.477,32.8639,11584,330 West 34th Street,10001,New York,0,0,0,0,0,1,0,5661,FOOT LOCKER INC,850209,USA,2386,6589,907,1208,6,1194,4116,3723,0,0,101,2473,5462,0,164,714,4.52,491,491,8005,10,104.188,3318,37.97,101,3820,107,1269,2506,5411,112.22,1192,1.998324958,0.849246231,76.97115385,4.742036227,4.410173597,82.76318198,0.624677493,1.664375253,71.4,0.061336665,1.538092036,0.094341435,0.197228359,4.712634852,23.73593888,8.05706387,4.319199368
WMK,2020,7.551,14.1778,73.63,31.8378,11343,"1000 South Second Street, PO Box 471",17801-0471,Sunbury,0,0,0,0,0,1,0,5411,WEIS MARKETS INC,105418,USA,626.202,1820.421,136.612,269.024,134.619,346.269,674.306,1124.33,0,2.427,56.76,1146.115,3012.167,0,33.354,163.178,4.42,118.917,118.917,4112.601,0.035,26.898,208.229,47.81,54.33,1675.56,53.01,279.81,1058.75,2605.11,26.9,279.933,1.808426397,0.940205447,76.62755729,4.76329943,10.97660495,33.25254045,0.370412119,0.588340612,4662.228571,0.028915278,2.352759354,0.06803069,0.107867829,4.421035021,42.60967358,10.81420974,0.697636478
KR,2020,37.24,30.6227,87.477,51.8258,6502,1014 Vine Street,45202-1100,Cincinnati,0,0,0,0,0,1,0,5411,KROGER CO,56873,USA,12503,48662,1687,7063,1367,15366,39112,29182,0,0,1781,9576,101597,0,545,3080,3.31,2585,2556,132498,544,758,20587,34.5,1781,45256,1706,7084,8602,95294,788,-2863,0.813679552,0.314655733,75.99541153,4.802921554,14.36304517,25.41243836,0.803748305,4.084377611,5.661764706,0.019509728,2.821567751,0.055048021,0.284409726,3.410290237,12.63324538,10.11644101,15.79710145
TGT,2019,47.72,35.6711,93.739,59.0886,3813,1000 Nicollet Mall,55403,Minneapolis,0,0,0,0,0,1,0,5331,TARGET CORP,27419,USA,12902,42779,2577,8992,0,14487,30946,28519,0,0,962,11833,54617,0,1345,4641,6.42,3281,3281,78112,467,504.199,13974,110.74,962,41290,1100,9497,11297,53049,517.76,-1585,0.890591565,0.244287982,75.76333657,4.817633654,5.908053437,61.78007763,0.723392319,2.615228598,9.937901499,0.042003789,1.858283077,0.078054931,0.283700821,6.507351264,23.46890811,17.0176767,12.14556619
SNBR,2020,19.541,27.5393,87.477,44.9049,116504,1001 Third Avenue South,55404,Minneapolis,0,0,1,0,0,0,0,2510,SLEEP NUMBER CORP,827187,USA,181.804,800.136,4.243,81.362,0,655.944,1024.114,489.449,0,1.046,31.871,-223.978,638.992,0,0,188.496,5.03,139.189,139.189,1856.555,9.021,25.39,345.161,81.86,30.83,806.04,19.08,87.07,-159.43,584.56,27.96,-474.14,0.277163904,0.053461881,74.396113,4.906170299,7.58753681,48.1052032,1.279924913,-4.572386574,20.89524443,0.074971654,2.311770317,0.173317245,-0.726062054,5.482040173,-8.821504529,14.93239696,0
HCA,2020,1.963,15.2056,87.477,34.9462,22260,One Park Plaza,37203,Nashville,0,0,0,0,0,0,1,8062,HCA HEALTHCARE INC,860730,USA,12333,47490,1793,2025,116,8704,44598,25223,0,6108,7059,572,41134,0,150,7262,11.1,3754,3754,51533,1584,339.426,33056,164.46,951,45058,436,1849,-2808,41152,338.45,3629,1.416934743,0.328584559,74.30857967,4.911949625,21.23593185,17.18784947,0.939102969,77.96853147,4.58459596,0.072846526,1.113649133,0.08112547,-3.357781753,11.0598481,1.685197952,14.87000532,0.912075885
KR,2019,37.24,30.6227,87.477,51.8258,6502,1014 Vine Street,45202-1100,Cincinnati,0,0,0,0,0,1,0,5411,KROGER CO,56873,USA,10890,45256,399,7084,1179,14243,36683,28685,0,0,1706,8602,95294,0,503,2646,2.05,1659,1640,122286,603,788,20028,26.86,1706,38118,1589,6846,7886,94894,798,-3353,0.764586112,0.230569403,74.22518968,4.917468067,13.68183776,26.67770269,0.810566555,4.264473378,4.388059701,0.013566557,2.933432485,0.039796579,0.201237263,2.105329949,10.91624365,12.75809524,18.7267312
TPB,2019,10.208,13.6034,83.594,35.8616,66929,5201 Interchange Way,40229,Louisville,0,0,1,0,0,0,0,2100,TURNING POINT BRANDS INC,1290677,USA,189.25,446.584,95.25,70.979,0,55.886,339.999,25.946,0,0.28,6.906,106.585,184.888,0,3.579,44.468,0.7,13.774,13.774,341.737,17.342,19.681,297.476,28.6,6.63,339.38,2.58,91.24,82.62,164.3,19.55,133.364,3.386357943,1.822925241,74.20998914,4.918475319,2.279486373,160.1237912,0.761332694,3.189932917,2.564179449,0.040305849,0.869599625,0.035049951,0.145598689,0.699862812,5.415629287,40.86515174,0.12513986
W,2019,0,12.5756,83.594,32.1195,21540,"4 Copley Place, 7th Floor",2116,Boston,0,0,0,0,0,1,0,5961,WAYFAIR INC,1616707,USA,1377.138,2953.048,582.753,61.692,404.252,1611.519,3897.256,1387.944,0,0,148.048,-944.208,6787.306,0,0,-929.941,-10.68,-984.584,-984.584,9127.057,69.874,93.6,2369.901,90.37,148.05,1890.85,100.11,46.16,-330.72,5068.91,90.75,-234.381,0.85455896,0.704337336,73.55784172,4.962081424,125.8633312,2.899970916,1.319740146,-4.127539695,-13.30882732,-0.107875299,3.768476132,-0.406525488,1.544532711,-10.51905983,-10.08769231,-8.591071965,0
TJX,2020,34.461,18.5913,91.24,48.1541,11672,770 Cochituate Road,1701,Framingham,0,0,0,0,0,1,0,5651,TJX COS INC (THE),109198,USA,15739.337,30813.555,10469.57,4337.389,0,10803.668,24980.871,14026.094,0,0,497.401,5832.684,23341.057,0,311.97,470.23,0.08,90.47,90.47,32136.962,199.038,1204.698,15503.426,64.04,497.4,24145,386.26,4872.59,5948.21,28978.48,1199.1,4935.669,1.456851229,1.015115514,72.73603422,5.018145461,5.068644999,72.01135611,0.810710449,4.282911778,2.362513691,0.002815139,1.16949807,0.003292299,0.015358766,0.075097659,4.841615077,852.7562719,4.871486571
BGFV,2019,0.332,8.9782,84.979,31.4958,145041,2525 East El Segundo Boulevard,90245,El Segundo,0,0,0,0,0,1,0,5940,BIG 5 SPORTING GOODS CORP,1156388,USA,340.864,688.8,8.223,309.315,0,222.81,508.428,331.002,0,0.058,13.646,180.372,665.136,0,4.3,13.429,0.4,8.445,8.445,996.495,3.046,21.664,352.372,3,13.59,419.56,14.16,294.9,174.86,667.19,21.42,118.054,1.529841569,0.097890579,71.81945946,5.082188069,2.201653385,165.7844975,0.738135889,2.818774533,4.408732764,0.008474704,1.798143203,0.015238731,0.047546392,0.389817208,8.325886263,7.695914742,1.433333333
PAYC,2019,0.332,15.266,84.979,33.5882,20116,7501 West Memorial Road,73142,Oklahoma City,0,0,0,0,0,0,1,7370,PAYCOM SOFTWARE INC,1590955,USA,1871.1,2486.917,133.667,1.158,0,1753.522,1960.289,265.558,0,0,13.318,526.628,89.336,0,0,226.224,3.14,180.576,180.495,737.671,2.915,57.66,61.318,264.76,13.32,1521.93,7.38,0.8,334.75,76.23,57.28,117.578,1.067052481,0.083822729,71.27256039,5.121185461,91.25229826,3.999899257,0.788240621,3.722341007,77.60686106,0.244792055,0.368021528,0.090088746,0.419272375,3.131737773,9.133333333,84.54092238,0
MO,2019,59.831,38.4522,93.739,64.0479,8543,6601 West Broad Street,23230,Richmond,0,0,1,0,0,0,0,2111,ALTRIA GROUP INC,764180,USA,4824,49271,2117,2293,0,8174,42914,1999,0,0,268,6222,6901,0,6130,10533,-0.7,-1293,-1300,19796,1227,1857.982,28042,49.91,268,55638,309,2331,14787,7117,1874.06,-3350,0.590163934,0.291778811,68.6169844,5.319382704,2.984861592,122.283727,0.870978872,6.897139184,8.584352078,-0.065316226,0.377393741,-0.024649935,-0.123090104,-0.695916322,3.348794552,-71.71839259,122.8210779
VLGEA,2019,0,5.1391,74.202,26.5064,11178,733 Mountain Avenue,7081,Springfield,0,0,0,0,0,1,0,5411,VILLAGE SUPER MARKET -CL A,103595,USA,168.781,502.289,101.121,38.503,0,112.474,183.617,224.89,0,0,11.951,318.672,1186.786,0,12.89,34.261,1.77,25.539,24.879,1643.502,4.436,14.385,48.79,25.03,11.95,481.59,35.98,39.41,303.15,1173.01,14.38,56.307,1.500622366,1.005316784,68.57926142,5.322308704,30.46438977,11.98120175,0.365560464,0.576194331,7.723399459,0.015539379,3.340862037,0.05191492,0.082142478,1.775391032,22.15307612,14.0983026,0.514982022
GDEN,2019,0,9.7944,76.972,28.981,117036,6595 South Jones Boulevard,89118,Las Vegas,0,0,0,0,0,0,1,7990,GOLDEN ENTERTAINMENT INC,1071255,USA,160.429,1740.917,111.678,8.237,0,132.764,1451.173,1250.067,0,0.599,16.247,289.744,578.512,0,0,50.524,-1.43,-39.545,-39.545,973.41,74.22,27.879,1357.055,19.22,15.65,1366.57,12.78,6.76,315.15,514.23,26.78,27.665,1.208377271,0.959040101,68.47766444,5.330205155,77.15036341,4.731021137,0.833568171,5.008466094,0.680732956,-0.040625225,0.626493369,-0.025451434,-0.130750181,-1.418451164,10.39291223,-13.54999064,0
FL,2020,0.332,10.5804,87.477,32.8639,11584,330 West 34th Street,10001,New York,0,0,0,0,0,1,0,5661,FOOT LOCKER INC,850209,USA,2835,7043,1680,923,8,1644,4267,3504,0,0,125,2771,5365,0,73,349,3.1,323,323,7548,13,103.693,3189,43.82,125,6589,101,1208,2473,5462,104.19,1191,1.724452555,1.102798054,66.79646018,5.46436142,5.035194744,72.48974837,0.60584978,1.539877301,26.84615385,0.042792793,1.107394366,0.047388498,0.123188406,3.114964366,26.72311535,14.06757666,1.665905979
